start_station_id,start_station_name,start_lat,start_lng,ride_count
726,Vincennes Ave & 104th St,41.704979,-87.657013,9
20217,Torrence Ave & 126th Pl,41.666312,-87.557216,9
201022,Loomis St & 89th St,41.73238,-87.658069,9
720,Torrence Ave & 126th Pl,41.666312,-87.557216,7
712,Wentworth Ave & 104th St,41.705308,-87.629217,7
730,Lawndale Ave & 111th St,41.691327,-87.71279,7
20212,Altgeld Gardens,41.656666,-87.598801,6
715,Major Taylor Trail & 124th St,41.668696,-87.637113,5
728,Western Ave & 111th St,41.69122,-87.681303,5
724,Homewood Ave & 115th St,41.684595,-87.670708,4
18025,Carpenter St & 63rd St,41.77987,-87.650919,4
20201,Kedzie Ave & 104th St,41.7,-87.7,3
732,Hegewisch Metra Station,41.648501,-87.54609,1
